,Thermal Distress,Launch Temperature,Leak-Check Pressure(prediction)
167,0.0,72.0,174.58341640806225
168,0.0,72.0,174.58341640806225
169,0.0,72.0,174.58341640806225
170,0.0,72.0,174.58341640806225
171,0.0,72.0,174.58341640806225
172,0.0,72.0,174.58341640806225
173,0.0,72.0,174.58341640806225
174,0.0,72.0,174.58341640806225
175,0.0,72.0,174.58341640806225
176,0.0,72.0,174.58341640806225
177,0.0,72.0,174.58341640806225
178,0.0,72.0,174.58341640806225
179,0.0,72.0,174.58341640806225
180,0.0,72.0,174.58341640806225
181,0.0,72.0,174.58341640806225
182,0.0,72.0,174.58341640806225
183,0.0,72.0,174.58341640806225
184,0.0,72.0,174.58341640806225
185,0.0,72.0,174.58341640806225
186,0.0,72.0,174.58341640806225
187,0.0,72.0,174.58341640806225
188,0.0,72.0,174.58341640806225
189,0.0,72.0,174.58341640806225
190,0.0,72.0,174.58341640806225
191,0.0,72.0,174.58341640806225
192,0.0,72.0,174.58341640806225
193,0.0,72.0,174.58341640806225
194,0.0,72.0,174.58341640806225
195,0.0,72.0,174.58341640806225
196,0.0,72.0,174.58341640806225
197,0.0,72.0,174.58341640806225
198,0.0,72.0,174.58341640806225
199,0.0,72.0,174.58341640806225
200,0.0,72.0,174.58341640806225
201,0.0,72.0,174.58341640806225
202,0.0,72.0,174.58341640806225
203,0.0,72.0,174.58341640806225
204,0.0,72.0,174.58341640806225
205,0.0,72.0,174.58341640806225
206,0.0,72.0,174.58341640806225
207,0.0,72.0,174.58341640806225
208,0.0,72.0,174.58341640806225
209,0.0,72.0,174.58341640806225
210,0.0,72.0,174.58341640806225
211,0.0,72.0,174.58341640806225
212,0.0,72.0,174.58341640806225
213,0.0,72.0,174.58341640806225
214,0.0,72.0,174.58341640806225
215,0.0,72.0,174.58341640806225
216,0.0,72.0,174.58341640806225
217,0.0,72.0,174.58341640806225
218,0.0,72.0,174.58341640806225
219,0.0,72.0,174.58341640806225
220,0.0,72.0,174.58341640806225
221,0.0,72.0,174.58341640806225
222,0.0,72.0,174.58341640806225
223,0.0,72.0,174.58341640806225
224,0.0,72.0,174.58341640806225
225,0.0,72.0,174.58341640806225
226,0.0,72.0,174.58341640806225
227,0.0,72.0,174.58341640806225
228,0.0,72.0,174.58341640806225
229,0.0,72.0,174.58341640806225
230,0.0,72.0,174.58341640806225
231,0.0,72.0,174.58341640806225
232,0.0,72.0,174.58341640806225
233,0.0,72.0,174.58341640806225
234,0.0,72.0,174.58341640806225
235,0.0,72.0,174.58341640806225
236,0.0,72.0,174.58341640806225
237,0.0,72.0,174.58341640806225
238,0.0,72.0,174.58341640806225
239,0.0,72.0,174.58341640806225
240,0.0,72.0,174.58341640806225
241,0.0,72.0,174.58341640806225
242,0.0,72.0,174.58341640806225
243,0.0,72.0,174.58341640806225
244,0.0,72.0,174.58341640806225
245,0.0,72.0,174.58341640806225
246,0.0,72.0,174.58341640806225
247,0.0,72.0,174.58341640806225
248,0.0,72.0,174.58341640806225
249,0.0,72.0,174.58341640806225
250,0.0,72.0,174.58341640806225
251,0.0,72.0,174.58341640806225
252,0.0,72.0,174.58341640806225
253,0.0,72.0,174.58341640806225
254,0.0,72.0,174.58341640806225
255,0.0,72.0,174.58341640806225
256,0.0,72.0,174.58341640806225
257,0.0,72.0,174.58341640806225
258,0.0,72.0,174.58341640806225
259,0.0,72.0,174.58341640806225
260,0.0,72.0,174.58341640806225
261,0.0,72.0,174.58341640806225
262,0.0,72.0,174.58341640806225
263,0.0,72.0,174.58341640806225
264,0.0,72.0,174.58341640806225
265,0.0,72.0,174.58341640806225
266,0.0,72.0,174.58341640806225
267,0.0,72.0,174.58341640806225
268,0.0,72.0,174.58341640806225
269,0.0,72.0,174.58341640806225
270,0.0,72.0,174.58341640806225
271,0.0,72.0,174.58341640806225
272,0.0,72.0,174.58341640806225
273,0.0,72.0,174.58341640806225
274,0.0,72.0,174.58341640806225
275,0.0,72.0,174.58341640806225
276,0.0,72.0,174.58341640806225
277,0.0,72.0,174.58341640806225
278,0.0,72.0,174.58341640806225
279,0.0,72.0,174.58341640806225
280,0.0,72.0,174.58341640806225
281,0.0,72.0,174.58341640806225
282,0.0,72.0,174.58341640806225
283,0.0,72.0,174.58341640806225
284,0.0,72.0,174.58341640806225
285,0.0,72.0,174.58341640806225
286,0.0,72.0,174.58341640806225
287,0.0,72.0,174.58341640806225
288,0.0,72.0,174.58341640806225
289,0.0,72.0,174.58341640806225
290,0.0,72.0,174.58341640806225
291,0.0,72.0,174.58341640806225
292,0.0,72.0,174.58341640806225
293,0.0,72.0,174.58341640806225
294,0.0,72.0,174.58341640806225
295,0.0,72.0,174.58341640806225
296,0.0,72.0,174.58341640806225
297,0.0,72.0,174.58341640806225
298,0.0,72.0,174.58341640806225
299,0.0,72.0,174.58341640806225
300,0.0,72.0,174.58341640806225
301,0.0,72.0,174.58341640806225
302,0.0,72.0,174.58341640806225
303,0.0,72.0,174.58341640806225
304,0.0,72.0,174.58341640806225
305,0.0,72.0,174.58341640806225
306,0.0,72.0,174.58341640806225
307,0.0,72.0,174.58341640806225
308,0.0,72.0,174.58341640806225
309,0.0,72.0,174.58341640806225
310,0.0,72.0,174.58341640806225
311,0.0,72.0,174.58341640806225
312,0.0,72.0,174.58341640806225
313,0.0,72.0,174.58341640806225
314,0.0,72.0,174.58341640806225
315,0.0,72.0,174.58341640806225
316,0.0,72.0,174.58341640806225
317,0.0,72.0,174.58341640806225
318,0.0,72.0,174.58341640806225
319,0.0,72.0,174.58341640806225
320,0.0,72.0,174.58341640806225
321,0.0,72.0,174.58341640806225
322,0.0,72.0,174.58341640806225
323,0.0,72.0,174.58341640806225
324,0.0,72.0,174.58341640806225
325,0.0,72.0,174.58341640806225
326,0.0,72.0,174.58341640806225
327,0.0,72.0,174.58341640806225
328,0.0,72.0,174.58341640806225
329,0.0,72.0,174.58341640806225
330,0.0,72.0,174.58341640806225
331,0.0,72.0,174.58341640806225
332,0.0,72.0,174.58341640806225
333,0.0,72.0,174.58341640806225
334,0.0,72.0,174.58341640806225
335,0.0,72.0,174.58341640806225
336,0.0,72.0,174.58341640806225
337,0.0,72.0,174.58341640806225
338,0.0,72.0,174.58341640806225
339,0.0,72.0,174.58341640806225
340,0.0,72.0,174.58341640806225
341,0.0,72.0,174.58341640806225
342,0.0,72.0,174.58341640806225
343,0.0,72.0,174.58341640806225
344,0.0,72.0,174.58341640806225
345,0.0,72.0,174.58341640806225
346,0.0,72.0,174.58341640806225
347,0.0,72.0,174.58341640806225
348,0.0,72.0,174.58341640806225
349,0.0,72.0,174.58341640806225
350,0.0,72.0,174.58341640806225
351,0.0,72.0,174.58341640806225
352,0.0,72.0,174.58341640806225
353,0.0,72.0,174.58341640806225
354,0.0,72.0,174.58341640806225
355,0.0,72.0,174.58341640806225
356,0.0,72.0,174.58341640806225
357,0.0,72.0,174.58341640806225
358,0.0,72.0,174.58341640806225
359,0.0,72.0,174.58341640806225
360,0.0,72.0,174.58341640806225
361,0.0,72.0,174.58341640806225
362,0.0,72.0,174.58341640806225
363,0.0,72.0,174.58341640806225
364,0.0,72.0,174.58341640806225
365,0.0,72.0,174.58341640806225
366,0.0,72.0,174.58341640806225
367,0.0,72.0,174.58341640806225
368,0.0,72.0,174.58341640806225
369,0.0,72.0,174.58341640806225
370,0.0,72.0,174.58341640806225
371,0.0,72.0,174.58341640806225
372,0.0,72.0,174.58341640806225
373,0.0,72.0,174.58341640806225
374,0.0,72.0,174.58341640806225
375,0.0,72.0,174.58341640806225
376,0.0,72.0,174.58341640806225
377,0.0,72.0,174.58341640806225
378,0.0,72.0,174.58341640806225
379,0.0,72.0,174.58341640806225
380,0.0,72.0,174.58341640806225
381,0.0,72.0,174.58341640806225
382,0.0,72.0,174.58341640806225
383,0.0,72.0,174.58341640806225
384,0.0,72.0,174.58341640806225
385,0.0,72.0,174.58341640806225
386,0.0,72.0,174.58341640806225
387,0.0,72.0,174.58341640806225
388,0.0,72.0,174.58341640806225
389,0.0,72.0,174.58341640806225
390,0.0,72.0,174.58341640806225
391,0.0,72.0,174.58341640806225
392,0.0,72.0,174.58341640806225
393,0.0,72.0,174.58341640806225
394,0.0,72.0,174.58341640806225
395,0.0,72.0,174.58341640806225
396,0.0,72.0,174.58341640806225
397,0.0,72.0,174.58341640806225
398,0.0,72.0,174.58341640806225
399,0.0,72.0,174.58341640806225
400,0.0,72.0,174.58341640806225
401,0.0,72.0,174.58341640806225
402,0.0,72.0,174.58341640806225
403,0.0,72.0,174.58341640806225
404,0.0,72.0,174.58341640806225
405,0.0,72.0,174.58341640806225
406,0.0,72.0,174.58341640806225
407,0.0,72.0,174.58341640806225
408,0.0,72.0,174.58341640806225
409,0.0,72.0,174.58341640806225
410,0.0,72.0,174.58341640806225
411,0.0,72.0,174.58341640806225
412,0.0,72.0,174.58341640806225
413,0.0,72.0,174.58341640806225
414,0.0,72.0,174.58341640806225
415,0.0,72.0,174.58341640806225
416,0.0,72.0,174.58341640806225
417,0.0,72.0,174.58341640806225
418,0.0,72.0,174.58341640806225
419,0.0,72.0,174.58341640806225
420,0.0,72.0,174.58341640806225
421,0.0,72.0,174.58341640806225
422,0.0,72.0,174.58341640806225
423,0.0,72.0,174.58341640806225
424,0.0,72.0,174.58341640806225
425,0.0,72.0,174.58341640806225
426,0.0,72.0,174.58341640806225
427,0.0,72.0,174.58341640806225
428,0.0,72.0,174.58341640806225
429,0.0,72.0,174.58341640806225
430,0.0,72.0,174.58341640806225
431,0.0,72.0,174.58341640806225
432,0.0,72.0,174.58341640806225
433,0.0,72.0,174.58341640806225
434,0.0,72.0,174.58341640806225
435,0.0,72.0,174.58341640806225
436,0.0,72.0,174.58341640806225
437,0.0,72.0,174.58341640806225
438,0.0,72.0,174.58341640806225
439,0.0,72.0,174.58341640806225
440,0.0,72.0,174.58341640806225
441,0.0,72.0,174.58341640806225
442,0.0,72.0,174.58341640806225
443,0.0,72.0,174.58341640806225
444,0.0,72.0,174.58341640806225
445,0.0,72.0,174.58341640806225
446,0.0,72.0,174.58341640806225
447,0.0,72.0,174.58341640806225
448,0.0,72.0,174.58341640806225
449,0.0,72.0,174.58341640806225
450,0.0,72.0,174.58341640806225
451,0.0,72.0,174.58341640806225
452,0.0,72.0,174.58341640806225
453,0.0,72.0,174.58341640806225
454,0.0,72.0,174.58341640806225
455,0.0,72.0,174.58341640806225
456,0.0,72.0,174.58341640806225
457,0.0,72.0,174.58341640806225
458,0.0,72.0,174.58341640806225
459,0.0,72.0,174.58341640806225
460,0.0,72.0,174.58341640806225
461,0.0,72.0,174.58341640806225
462,0.0,72.0,174.58341640806225
463,0.0,72.0,174.58341640806225
464,0.0,72.0,174.58341640806225
465,0.0,72.0,174.58341640806225
466,0.0,72.0,174.58341640806225
467,0.0,72.0,174.58341640806225
468,0.0,72.0,174.58341640806225
469,0.0,72.0,174.58341640806225
470,0.0,72.0,174.58341640806225
471,0.0,72.0,174.58341640806225
472,0.0,72.0,174.58341640806225
473,0.0,72.0,174.58341640806225
474,0.0,72.0,174.58341640806225
475,0.0,72.0,174.58341640806225
476,0.0,72.0,174.58341640806225
477,0.0,72.0,174.58341640806225
478,0.0,72.0,174.58341640806225
479,0.0,72.0,174.58341640806225
480,0.0,72.0,174.58341640806225
481,0.0,72.0,174.58341640806225
482,0.0,72.0,174.58341640806225
483,0.0,72.0,174.58341640806225
484,0.0,72.0,174.58341640806225
485,0.0,72.0,174.58341640806225
486,0.0,72.0,174.58341640806225
487,0.0,72.0,174.58341640806225
488,0.0,72.0,174.58341640806225
489,0.0,72.0,174.58341640806225
490,0.0,72.0,174.58341640806225
491,0.0,72.0,174.58341640806225
492,0.0,72.0,174.58341640806225
493,0.0,72.0,174.58341640806225
494,0.0,72.0,174.58341640806225
495,0.0,72.0,174.58341640806225
496,0.0,72.0,174.58341640806225
497,0.0,72.0,174.58341640806225
498,0.0,72.0,174.58341640806225
499,0.0,72.0,174.58341640806225
500,0.0,72.0,174.58341640806225
501,0.0,72.0,174.58341640806225
502,0.0,72.0,174.58341640806225
503,0.0,72.0,174.58341640806225
504,0.0,72.0,174.58341640806225
505,0.0,72.0,174.58341640806225
506,0.0,72.0,174.58341640806225
507,0.0,72.0,174.58341640806225
508,0.0,72.0,174.58341640806225
509,0.0,72.0,174.58341640806225
510,0.0,72.0,174.58341640806225
511,0.0,72.0,174.58341640806225
512,0.0,72.0,174.58341640806225
513,0.0,72.0,174.58341640806225
514,0.0,72.0,174.58341640806225
515,0.0,72.0,174.58341640806225
516,0.0,72.0,174.58341640806225
517,0.0,72.0,174.58341640806225
518,0.0,72.0,174.58341640806225
519,0.0,72.0,174.58341640806225
520,0.0,72.0,174.58341640806225
521,0.0,72.0,174.58341640806225
522,0.0,72.0,174.58341640806225
523,0.0,72.0,174.58341640806225
524,0.0,72.0,174.58341640806225
525,0.0,72.0,174.58341640806225
526,0.0,72.0,174.58341640806225
527,0.0,72.0,174.58341640806225
528,0.0,72.0,174.58341640806225
529,0.0,72.0,174.58341640806225
530,0.0,72.0,174.58341640806225
531,0.0,72.0,174.58341640806225
532,0.0,72.0,174.58341640806225
533,0.0,72.0,174.58341640806225
534,0.0,72.0,174.58341640806225
535,0.0,72.0,174.58341640806225
536,0.0,72.0,174.58341640806225
537,0.0,72.0,174.58341640806225
538,0.0,72.0,174.58341640806225
539,0.0,72.0,174.58341640806225
540,0.0,72.0,174.58341640806225
541,0.0,72.0,174.58341640806225
542,0.0,72.0,174.58341640806225
543,0.0,72.0,174.58341640806225
544,0.0,72.0,174.58341640806225
545,0.0,72.0,174.58341640806225
546,0.0,72.0,174.58341640806225
547,0.0,72.0,174.58341640806225
548,0.0,72.0,174.58341640806225
549,0.0,72.0,174.58341640806225
550,0.0,72.0,174.58341640806225
551,0.0,72.0,174.58341640806225
552,0.0,72.0,174.58341640806225
553,0.0,72.0,174.58341640806225
554,0.0,72.0,174.58341640806225
555,0.0,72.0,174.58341640806225
556,0.0,72.0,174.58341640806225
557,0.0,72.0,174.58341640806225
558,0.0,72.0,174.58341640806225
559,0.0,72.0,174.58341640806225
560,0.0,72.0,174.58341640806225
561,0.0,72.0,174.58341640806225
562,0.0,72.0,174.58341640806225
563,0.0,72.0,174.58341640806225
564,0.0,72.0,174.58341640806225
565,0.0,72.0,174.58341640806225
566,0.0,72.0,174.58341640806225
567,0.0,72.0,174.58341640806225
568,0.0,72.0,174.58341640806225
569,0.0,72.0,174.58341640806225
570,0.0,72.0,174.58341640806225
571,0.0,72.0,174.58341640806225
572,0.0,72.0,174.58341640806225
573,0.0,72.0,174.58341640806225
574,0.0,72.0,174.58341640806225
575,0.0,72.0,174.58341640806225
576,0.0,72.0,174.58341640806225
577,0.0,72.0,174.58341640806225
578,0.0,72.0,174.58341640806225
579,0.0,72.0,174.58341640806225
580,0.0,72.0,174.58341640806225
581,0.0,72.0,174.58341640806225
582,0.0,72.0,174.58341640806225
583,0.0,72.0,174.58341640806225
584,0.0,72.0,174.58341640806225
585,0.0,72.0,174.58341640806225
586,0.0,72.0,174.58341640806225
587,0.0,72.0,174.58341640806225
588,0.0,72.0,174.58341640806225
589,0.0,72.0,174.58341640806225
590,0.0,72.0,174.58341640806225
591,0.0,72.0,174.58341640806225
592,0.0,72.0,174.58341640806225
593,0.0,72.0,174.58341640806225
594,0.0,72.0,174.58341640806225
595,0.0,72.0,174.58341640806225
596,0.0,72.0,174.58341640806225
597,0.0,72.0,174.58341640806225
598,0.0,72.0,174.58341640806225
599,0.0,72.0,174.58341640806225
600,0.0,72.0,174.58341640806225
601,0.0,72.0,174.58341640806225
602,0.0,72.0,174.58341640806225
603,0.0,72.0,174.58341640806225
604,0.0,72.0,174.58341640806225
605,0.0,72.0,174.58341640806225
606,0.0,72.0,174.58341640806225
607,0.0,72.0,174.58341640806225
608,0.0,72.0,174.58341640806225
609,0.0,72.0,174.58341640806225
610,0.0,72.0,174.58341640806225
611,0.0,72.0,174.58341640806225
612,0.0,72.0,174.58341640806225
613,0.0,72.0,174.58341640806225
614,0.0,72.0,174.58341640806225
615,0.0,72.0,174.58341640806225
616,0.0,72.0,174.58341640806225
617,0.0,72.0,174.58341640806225
618,0.0,72.0,174.58341640806225
619,0.0,72.0,174.58341640806225
620,0.0,72.0,174.58341640806225
621,0.0,72.0,174.58341640806225
622,0.0,72.0,174.58341640806225
623,0.0,72.0,174.58341640806225
624,0.0,72.0,174.58341640806225
625,0.0,72.0,174.58341640806225
626,0.0,72.0,174.58341640806225
627,0.0,72.0,174.58341640806225
628,0.0,72.0,174.58341640806225
629,0.0,72.0,174.58341640806225
630,0.0,72.0,174.58341640806225
631,0.0,72.0,174.58341640806225
632,0.0,72.0,174.58341640806225
633,0.0,72.0,174.58341640806225
634,0.0,72.0,174.58341640806225
635,0.0,72.0,174.58341640806225
636,0.0,72.0,174.58341640806225
637,0.0,72.0,174.58341640806225
638,0.0,72.0,174.58341640806225
639,0.0,72.0,174.58341640806225
640,0.0,72.0,174.58341640806225
641,0.0,72.0,174.58341640806225
642,0.0,72.0,174.58341640806225
643,0.0,72.0,174.58341640806225
644,0.0,72.0,174.58341640806225
645,0.0,72.0,174.58341640806225
646,0.0,72.0,174.58341640806225
647,0.0,72.0,174.58341640806225
648,0.0,72.0,174.58341640806225
649,0.0,72.0,174.58341640806225
650,0.0,72.0,174.58341640806225
651,0.0,72.0,174.58341640806225
652,0.0,72.0,174.58341640806225
653,0.0,72.0,174.58341640806225
654,0.0,72.0,174.58341640806225
655,0.0,72.0,174.58341640806225
656,0.0,72.0,174.58341640806225
657,0.0,72.0,174.58341640806225
658,0.0,72.0,174.58341640806225
659,0.0,72.0,174.58341640806225
660,0.0,72.0,174.58341640806225
661,0.0,72.0,174.58341640806225
662,0.0,72.0,174.58341640806225
663,0.0,72.0,174.58341640806225
664,0.0,72.0,174.58341640806225
665,0.0,72.0,174.58341640806225
666,0.0,72.0,174.58341640806225
667,0.0,72.0,174.58341640806225
668,0.0,72.0,174.58341640806225
669,0.0,72.0,174.58341640806225
670,0.0,72.0,174.58341640806225
671,0.0,72.0,174.58341640806225
672,0.0,72.0,174.58341640806225
673,0.0,72.0,174.58341640806225
674,0.0,72.0,174.58341640806225
675,0.0,72.0,174.58341640806225
676,0.0,72.0,174.58341640806225
677,0.0,72.0,174.58341640806225
678,0.0,72.0,174.58341640806225
679,0.0,72.0,174.58341640806225
680,0.0,72.0,174.58341640806225
681,0.0,72.0,174.58341640806225
682,0.0,72.0,174.58341640806225
683,0.0,72.0,174.58341640806225
684,0.0,72.0,174.58341640806225
685,0.0,72.0,174.58341640806225
686,0.0,72.0,174.58341640806225
687,0.0,72.0,174.58341640806225
688,0.0,72.0,174.58341640806225
689,0.0,72.0,174.58341640806225
690,0.0,72.0,174.58341640806225
691,0.0,72.0,174.58341640806225
692,0.0,72.0,174.58341640806225
693,0.0,72.0,174.58341640806225
694,0.0,72.0,174.58341640806225
695,0.0,72.0,174.58341640806225
696,0.0,72.0,174.58341640806225
697,0.0,72.0,174.58341640806225
698,0.0,72.0,174.58341640806225
699,0.0,72.0,174.58341640806225
700,0.0,72.0,174.58341640806225
701,0.0,72.0,174.58341640806225
702,0.0,72.0,174.58341640806225
703,0.0,72.0,174.58341640806225
704,0.0,72.0,174.58341640806225
705,0.0,72.0,174.58341640806225
706,0.0,72.0,174.58341640806225
707,0.0,72.0,174.58341640806225
708,0.0,72.0,174.58341640806225
709,0.0,72.0,174.58341640806225
710,0.0,72.0,174.58341640806225
711,0.0,72.0,174.58341640806225
712,0.0,72.0,174.58341640806225
713,0.0,72.0,174.58341640806225
714,0.0,72.0,174.58341640806225
715,0.0,72.0,174.58341640806225
716,0.0,72.0,174.58341640806225
717,0.0,72.0,174.58341640806225
718,0.0,72.0,174.58341640806225
719,0.0,72.0,174.58341640806225
720,0.0,72.0,174.58341640806225
721,0.0,72.0,174.58341640806225
722,0.0,72.0,174.58341640806225
723,0.0,72.0,174.58341640806225
724,0.0,72.0,174.58341640806225
725,0.0,72.0,174.58341640806225
726,0.0,72.0,174.58341640806225
727,0.0,72.0,174.58341640806225
728,0.0,72.0,174.58341640806225
729,0.0,72.0,174.58341640806225
730,0.0,72.0,174.58341640806225
731,0.0,72.0,174.58341640806225
732,0.0,72.0,174.58341640806225
733,0.0,72.0,174.58341640806225
734,0.0,72.0,174.58341640806225
735,0.0,72.0,174.58341640806225
736,0.0,72.0,174.58341640806225
737,0.0,72.0,174.58341640806225
738,0.0,72.0,174.58341640806225
739,0.0,72.0,174.58341640806225
740,0.0,72.0,174.58341640806225
741,0.0,72.0,174.58341640806225
742,0.0,72.0,174.58341640806225
743,0.0,72.0,174.58341640806225
744,0.0,72.0,174.58341640806225
745,0.0,72.0,174.58341640806225
746,0.0,72.0,174.58341640806225
747,0.0,72.0,174.58341640806225
748,0.0,72.0,174.58341640806225
749,0.0,72.0,174.58341640806225
750,0.0,72.0,174.58341640806225
751,0.0,72.0,174.58341640806225
752,0.0,72.0,174.58341640806225
753,0.0,72.0,174.58341640806225
754,0.0,72.0,174.58341640806225
755,0.0,72.0,174.58341640806225
756,0.0,72.0,174.58341640806225
757,0.0,72.0,174.58341640806225
758,0.0,72.0,174.58341640806225
759,0.0,72.0,174.58341640806225
760,0.0,72.0,174.58341640806225
761,0.0,72.0,174.58341640806225
762,0.0,72.0,174.58341640806225
763,0.0,72.0,174.58341640806225
764,0.0,72.0,174.58341640806225
765,0.0,72.0,174.58341640806225
766,0.0,72.0,174.58341640806225
767,0.0,72.0,174.58341640806225
768,0.0,72.0,174.58341640806225
769,0.0,72.0,174.58341640806225
770,0.0,72.0,174.58341640806225
771,0.0,72.0,174.58341640806225
772,0.0,72.0,174.58341640806225
773,0.0,72.0,174.58341640806225
