7.065457153320312500e+01,1.693898010253906250e+01,6.555158233642578125e+01
4.988098144531250000e+01,4.491957664489746094e+00,2.953850364685058594e+01
3.859298706054687500e+01,1.445867657661437988e+00,1.599174785614013672e+01
3.307894134521484375e+01,5.596426129341125488e-01,9.957661628723144531e+00
2.990319252014160156e+01,4.280763566493988037e-01,7.538175106048583984e+00
2.774026870727539062e+01,3.836798667907714844e-01,6.532186985015869141e+00
2.611316680908203125e+01,3.540322184562683105e-01,6.008499145507812500e+00
2.491975021362304688e+01,3.128357529640197754e-01,5.683585166931152344e+00
2.385845375061035156e+01,2.940449714660644531e-01,5.405127048492431641e+00
2.303380203247070312e+01,2.528505623340606689e-01,5.181019306182861328e+00
2.228243827819824219e+01,2.354266941547393799e-01,4.973753452301025391e+00
2.163661575317382812e+01,2.106247097253799438e-01,4.804831981658935547e+00
2.103064537048339844e+01,1.967235952615737915e-01,4.623325347900390625e+00
2.051481628417968750e+01,1.830529719591140747e-01,4.499067783355712891e+00
2.051481628417968750e+01,1.830529719591140747e-01,4.499067783355712891e+00
1.984650421142578125e+01,1.785259097814559937e-01,4.348448753356933594e+00
1.984650421142578125e+01,1.785259097814559937e-01,4.348448753356933594e+00
1.984650421142578125e+01,1.785259097814559937e-01,4.348448753356933594e+00
1.984650421142578125e+01,1.785259097814559937e-01,4.348448753356933594e+00
1.984650421142578125e+01,1.785259097814559937e-01,4.348448753356933594e+00
1.984650421142578125e+01,1.785259097814559937e-01,4.348448753356933594e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.967735290527343750e+01,1.781808137893676758e-01,4.276897430419921875e+00
1.932415008544921875e+01,1.770298629999160767e-01,4.131871700286865234e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.917905044555664062e+01,1.753161251544952393e-01,4.096391201019287109e+00
1.897339248657226562e+01,1.724564284086227417e-01,4.043000221252441406e+00
1.897339248657226562e+01,1.724564284086227417e-01,4.043000221252441406e+00
1.897339248657226562e+01,1.724564284086227417e-01,4.043000221252441406e+00
