,0
0,1.4401003435448894
1,1.3578650290504244
2,1.3256618607495123
3,1.3151066753998542
4,1.3133748954356792
5,0.021984161586405718
6,0.021984161586405718
7,0.021984161586405718
8,0.021984161586405718
9,7.888158867124537e-05
10,7.888158867124537e-05
11,7.888158867124537e-05
12,7.888158867124537e-05
13,7.888158867124537e-05
14,7.888158867124537e-05
15,7.888158867124537e-05
16,7.888158867124537e-05
17,7.888158867124537e-05
18,7.888158867124537e-05
19,7.888158867124537e-05
20,7.888158867124537e-05
21,7.888158867124537e-05
22,7.888158867124537e-05
23,7.888158867124537e-05
24,7.888158867124537e-05
25,7.888158867124537e-05
26,7.888158867124537e-05
27,7.888158867124537e-05
28,7.888158867124537e-05
29,7.888158867124537e-05
30,1.5028399322133461e-05
31,1.5028399322133461e-05
32,1.5028399322133461e-05
33,5.304553452907992e-06
34,6.555029190975507e-07
35,6.555029190975507e-07
36,6.555029190975507e-07
37,6.555029190975507e-07
38,4.118875600317328e-07
39,4.118875600317328e-07
40,4.118875600317328e-07
41,3.177122213016904e-07
42,9.257430211090066e-08
43,1.4678481967772204e-08
44,9.880401190164729e-10
45,9.880401190164729e-10
46,9.880401190164729e-10
47,9.880401190164729e-10
48,8.381903057047558e-13
49,8.381903057047558e-13
50,8.381903057047558e-13
51,8.381903057047558e-13
52,8.381903057047558e-13
53,8.381903057047558e-13
54,8.381903057047558e-13
55,8.381903057047558e-13
56,8.381903057047558e-13
57,8.381903057047558e-13
58,8.381903057047558e-13
59,8.381903057047558e-13
60,8.381903057047558e-13
61,8.381903057047558e-13
62,8.381903057047558e-13
63,8.381903057047558e-13
64,8.381903057047558e-13
65,8.381903057047558e-13
66,8.381903057047558e-13
67,8.381903057047558e-13
68,8.381903057047558e-13
69,8.381903057047558e-13
70,8.381903057047558e-13
71,8.381903057047558e-13
72,8.381903057047558e-13
73,8.381903057047558e-13
74,8.381903057047558e-13
75,8.381903057047558e-13
76,8.381903057047558e-13
77,8.381903057047558e-13
78,8.381903057047558e-13
79,8.381903057047558e-13
80,8.381903057047558e-13
81,8.381903057047558e-13
82,8.381903057047558e-13
83,8.381903057047558e-13
84,8.381903057047558e-13
85,8.381903057047558e-13
86,8.381903057047558e-13
87,8.381903057047558e-13
88,8.381903057047558e-13
89,8.381903057047558e-13
90,8.381903057047558e-13
91,8.381903057047558e-13
92,8.381903057047558e-13
93,8.381903057047558e-13
94,8.381903057047558e-13
95,8.381903057047558e-13
96,8.381903057047558e-13
97,8.381903057047558e-13
98,8.381903057047558e-13
99,8.381903057047558e-13
100,8.381903057047558e-13
101,8.381903057047558e-13
102,8.381903057047558e-13
103,8.381903057047558e-13
104,8.381903057047558e-13
105,8.381903057047558e-13
106,8.381903057047558e-13
107,8.381903057047558e-13
108,8.381903057047558e-13
109,8.381903057047558e-13
110,8.381903057047558e-13
111,8.381903057047558e-13
112,8.381903057047558e-13
113,8.381903057047558e-13
114,8.381903057047558e-13
