,0
0,0.0001003098324026653
1,6.669977715998759e-05
2,6.910662988886134e-06
3,6.059855152706918e-05
4,1.8342607359840953e-05
5,3.142937510653637e-05
6,0.001111921586654052
7,0.00020700092294928567
8,1.427556578716147e-05
9,0.002063284938666904
10,7.190054106308548e-06
11,1.0591646369727684e-06
12,4.620230746061427e-05
13,3.167059738593558e-07
14,0.0014041196902678983
15,8.840200388080822e-05
16,0.0011203512229650877
17,8.761568050409239e-05
18,0.00031099293937398914
19,6.839259419710584e-06
20,0.0008623327029811632
21,0.0024439378950253223
22,8.379089036237846e-07
23,2.0735899462036717e-06
24,0.00018434140150549877
25,0.06614385556871569
26,7.510368372339041e-05
27,0.00023295765476203964
28,4.4537785866959696e-07
29,0.0005352920138197078
30,0.001959964159206472
