,0
0,1744.122130571378
1,1338.509035524424
2,156.96478383053955
3,637.5054347816147
4,2286.620143743503
5,431.2984795391967
6,159.58721065506643
7,656.0802898241036
8,202.19828986069933
9,421.32189479566296
10,1404.6979657244672
11,472.3006647378695
12,1328.1337111625921
13,827.2659271046696
14,6.647032395216684
15,966.7181073392085
16,107.62306158551382
17,3402.53008362533
18,871.9142713538076
19,248.982490015748
20,8.010843047705748
21,4464.341521526447
22,310.64326447349686
23,115.0
24,2031.664293039647
25,1158.3067355776584
26,5430.276991133731
27,563.6927525567198
28,1328.984169756552
29,170.01803153920946
30,496.0293907492528
31,2146.7092996568945
32,9.468868416561463
33,3765.4228868461714
34,807.3430974716457
35,915.7692767092458
36,50.0
37,92.55131481691978
38,127.36803479939749
39,186.15620501554008
40,33.002889859135166
41,579.8257065897469
42,6441.226335340708
43,914.2624476475285
44,675.7315357424714
45,591.3587600208223
46,939.8704036426298
47,192.88622194887103
48,9.180996493461862
49,215.98915626347662
50,1234.0030291633527
51,1101.6808097514604
52,1010.6291801711004
53,3055.910797829665
54,9.581415375859251
55,2145.4504590143024
56,2604.6623902529623
57,77.25049753674057
58,9.662255365496549
59,1609.2530190066452
60,270.2728132525283
61,864.6695181969308
62,777.4592077938987
63,1099.0370777116736
64,1380.6367172668602
65,16000.0
66,4450.9741392832075
67,1272.3458442422607
68,742.1293654100746
69,362.83148285122365
70,4937.57957539918
71,300.0
72,1414.4980096103614
73,119.49486102589435
74,704.7469095129272
75,223.2740268417174
76,698.8103955113079
77,1.5737646170418884
78,25.22659713498615
79,146.0285971745268
80,3252.621178690584
81,688.617499778876
82,255.90493565633324
83,2.798589062316296
84,1809.782995350759
85,1698.2301277499191
86,266.4204971006509
87,129.81759989769853
88,106.37850214237187
89,504.49176085777253
90,273.24947767069125
91,812.9750112534193
92,200.1085596259552
93,1137.207276461395
94,255.7952072698572
95,35.84982789187461
96,6563.408804655756
97,309.58175411558886
98,630.9769026804713
99,424.25545885722704
100,570.2681907286164
101,342.2682071216202
102,547.0354227687549
103,290.43610854403505
104,187.6548810209997
105,491.00483742013694
106,893.5892817410352
107,1103.6067979954387
108,609.2915534185076
109,39.7675919486901
110,2881.6098340384015
111,1187.7142774410868
112,546.002411686047
113,2357.3456780438237
114,103.89733491799961
115,1146.3194182226935
116,2280.991795889817
117,568.0318443242877
118,670.99234464439
119,247.5326086322159
120,204.55060119420205
121,568.3791510038545
122,74.64753019998489
123,298.18292163608544
124,531.4035378574813
125,210.31854501555244
126,84.58053283917843
127,1014.2356176347703
128,794.4633945949936
129,527.8156266132546
130,2067.9733472725884
131,483.0703106681726
132,248.71600578082644
133,479.1302645724779
134,929.2579826977144
135,8293.281436937741
136,3547.8878296959792
137,1919.9531431174855
138,465.6097480380822
139,240.75526552702786
140,50.0
141,1869.6863952280573
142,1340.5223223964101
143,335.0869706954404
144,4079.976192180775
145,247.56707402231245
146,233.1029003658782
147,1178.6019196260359
148,818.3104513304388
149,202.66559390377734
150,524.9582804828315
151,41.70929094798521
152,218.45780282356236
153,1458.9547831135492
154,1905.0360465430522
155,752.1137502735219
156,1043.3923428357487
157,215.74453115837218
158,266.5495883531014
159,795.7244054272064
160,119.8494517270633
161,10981.935470988825
162,119.66872529431748
163,1029.4788969060378
164,369.5127668535001
165,8790.027680930983
166,975.8281317902984
167,292.4028731474996
168,1125.6736685838528
169,656.2553064827782
170,862.6864980385508
171,830.7817977362226
172,5300.926692429359
173,760.1611107148349
174,587.6669430096665
175,603.3924352274125
176,233.7867670976002
177,115.0
178,119.82647437402738
179,337.74401938502706
180,56.27518828486882
181,50.0
182,209.84840746073314
183,6993.471620580412
184,441.64298145561315
185,290.1112878652316
186,2430.0615274532684
187,834.9170659253359
188,608.5911602122255
189,1360.0973143531228
190,574.9124215841277
191,134.75043861993163
192,363.0895932968415
193,99.17151836199719
194,27.69708869018359
195,24.421879857036856
196,1444.7457358318015
197,140.47998627764127
198,512.3957622168136
199,5772.580320713341
200,1096.7353607725381
201,1207.0041483583664
202,240.44772601059958
203,168.67694729669097
204,211.55117413895687
205,1279.8587760338899
206,474.60980726140497
207,403.03839302123197
208,12387.184654916535
209,276.36077349962034
210,38.46504304626092
211,42.886602829061076
212,162.03634505158334
213,217.7831403595792
214,609.5546517266962
215,4371.821553175632
216,177.40304155447166
217,434.19826946352805
218,27.587420520527985
219,135.1128615038583
220,1975.1316586488588
221,50.785297675311995
222,539.6157375898315
223,1100.1652008930937
224,619.4869983750039
225,213.2912754935469
226,3420.169324549475
227,41.844922406285605
228,439.18084511252164
229,469.9088893663086
230,1054.5361382981373
231,928.5590132437153
232,7847.151715509919
233,0.0731995958335574
234,19.117566424617053
235,687.1601514390622
236,1848.223378525912
237,4622.635498578627
238,248.06239060636562
239,118.86536132939568
240,16000.0
241,777.0016403754016
242,575.1335888482872
243,780.2340906441411
244,219.58756864387396
245,807.5083407154605
246,564.2398840498336
247,17.2549594105476
248,1223.1692056647353
249,414.88457748738847
250,2760.000695431212
251,3214.7424388522595
252,1803.40474345858
253,57.654883228381095
254,5782.853853037068
255,1011.8528051970288
256,972.9281174267419
257,2149.1419277956556
258,393.51746377146014
259,1169.808410432066
260,603.9294681780739
261,725.5631298043154
262,400.5741846943347
263,0.0
264,264.11345830589835
265,120.49206833310768
266,259.80797099653137
267,891.8250133671461
268,6290.937936062604
269,751.1143715745329
270,967.9598602922665
271,1432.6944364025264
272,493.3286139921522
273,373.40521412752423
274,6211.137709034223
275,264.13685605417186
276,44.39504056477472
277,8.125757312358473
278,1086.7821648064646
279,2143.2646245178503
280,15000.0
281,272.538958341381
282,1913.8570407100551
283,202.83961996917606
284,391.2330214131357
285,628.4258702264101
286,213.16257400112158
287,7500.0
288,412.1960992466288
289,116.28233304580817
290,84.67770325047195
291,258.67920578977623
292,7302.565498207401
293,25.899760964436382
294,108.38454125161456
295,1452.580122272021
296,16000.0
297,4245.1542921336695
298,8.760008984168962
299,365.0795620151514
300,455.7554047458095
301,61.41183353460792
302,266.5506366049208
303,840.1053206732445
304,4350.639146867785
305,1494.147308236371
306,715.1263747663033
307,1337.2352467329483
308,57.255566280699895
309,40.176134047147116
310,1200.908999708087
311,62.48551408744697
312,1172.1583155067347
313,472.54125004400976
314,736.6062011945996
315,624.6719644599013
316,5391.838667692748
317,983.110936362601
318,793.364790606973
319,279.7000361695316
320,683.4255327309311
321,20.783390654341474
322,6009.511382919334
323,1456.582417412429
324,0.0
325,43.81719907909928
326,745.0024651851236
327,162.04523109345382
328,177.39573707215254
329,396.55987441956927
330,806.7470842303519
331,586.5420469558471
332,1287.308821286921
333,91.98879286798274
334,218.08993595802554
335,1316.2311704120875
336,9042.57896161095
337,9101.991649870844
338,502.623765061835
339,336.72875397615553
340,547.1739607408454
341,237.40820438719493
342,17.43511997359292
343,52.88578942475988
344,642.3007380171921
345,200.0
346,532.100250734853
347,2392.2439867330027
348,14890.077096694415
349,339.3153907296605
350,275.6518494333816
351,1359.5138275715126
352,4469.2046643268695
353,173.443293653914
354,819.072456219601
355,8154.084648964288
356,256.927929208523
357,936.1362022131584
358,517.5846528042694
359,768.5228579395596
360,419.79603019307046
361,1290.1375625687288
362,279.7965671731281
363,2933.241925469476
364,3307.720191006345
365,321.16644404374847
366,844.1053983875099
367,1836.5804512670957
368,1410.2619662203042
369,106.40104349092326
370,11104.545380733962
371,873.2603436321306
372,11.533148291627867
373,50.0
374,48.33147972681172
375,196.46200819046453
376,115.0
377,2448.172939219745
378,80.33136312202578
379,677.3956795393556
380,1130.9416995585814
381,448.7410965442432
382,246.8806870878343
383,1859.4163063084325
384,4898.128274697989
385,268.28889577132463
386,728.6780051439787
387,1713.6404082828567
388,407.44871358423006
389,3255.4709596969583
390,159.16706142553926
391,1061.7278201839595
392,490.5701075544921
393,125.32168543818352
394,37.641093894049845
395,497.9866357341816
396,22.383246775367297
397,243.74423849463574
398,577.708279620213
399,2364.737651828149
400,1124.6218452523144
401,4079.4157811327495
402,92.38508955717703
403,1014.6040659710825
404,3604.896399586116
405,1475.9035798047626
406,1050.4136979785544
407,2817.4878111322687
408,5162.425222471484
409,340.5795768700791
410,862.7671652169411
411,230.15204987801894
412,3263.809177742821
413,409.3549582372016
414,1346.0396687414395
415,813.5531078683689
416,2077.944801445348
417,3464.0159331825653
418,3212.448067605954
419,1073.360968538606
420,340.6205698352917
421,2647.9390883536284
422,6240.567544659949
423,18366.203882231475
424,141.80949726564722
425,530.9614232886468
426,63.262714903357164
427,1429.2518026801306
428,622.317032058636
429,10239.505207980841
430,218.87502771033473
431,344.0806231608244
432,353.2761238298742
433,635.9931335148449
434,105.11128490590136
435,394.4213887156984
436,456.5872033601495
437,501.0688697653702
438,339.5525019108927
439,319.76170007632936
440,2114.8025968720176
441,1935.6069568565417
442,33.2679799754942
443,1976.4939246805607
444,66.21464071858054
445,706.3290872781145
446,239.89849171133937
447,0.3532125031988471
448,1697.6771355738724
449,889.2312876784902
450,17500.0
451,193.24403429376707
452,1743.980739085615
453,232.10093211393632
454,114.39427492921482
455,2400.709675543596
456,152.24534455427192
457,968.9008514394227
458,1159.3078199393703
459,7023.093181902383
460,1147.212009432853
461,10234.639482371567
462,1188.9616426172006
463,3716.911157991939
464,1046.4694101300367
465,885.3862677531761
466,1212.4662990442664
467,3061.656567807475
468,5262.599674855208
469,934.8518595670826
470,3522.2346757594987
471,106.12904867927432
472,361.91762039121386
473,52.58585720570818
474,326.9514002529861
475,5347.607128581351
476,1127.1763429919442
477,216.80739415721519
478,219.71660100670488
479,19500.0
480,2910.224733315892
481,286.7598445155436
482,211.2003220551619
483,987.5956416733643
484,2027.123479127651
485,430.519270139971
486,622.2692327298323
487,1190.368216182407
488,570.4972642208061
489,97.14581444499981
490,241.9672695074628
491,130.7251358247804
492,946.9294431913386
493,404.901402979036
494,320.3612350882022
495,117.89397474985162
496,307.76704773974416
497,411.61274673816206
498,771.7385575764843
499,2811.3410408727996
500,1689.1530141820763
501,4588.561633635187
502,7059.8542940501975
503,220.01107076495828
504,1743.525096071222
505,27.357607084953543
506,1932.9950722206704
507,934.6920513535956
508,88.88347385995348
509,4402.727877323005
510,300.0
511,127.11344522917034
512,133.88605601676795
513,93.6223722599932
514,616.3614292741013
515,747.0611788714361
516,253.1970080580204
517,50.0
518,822.6115878376386
519,709.2392518993693
520,424.26751134289134
521,2756.8739594170847
522,57.822878865634266
523,975.56279260068
524,256.78947223227806
525,414.60843967605797
526,35.0892507879048
527,1584.9262682001736
528,102.1195749438416
529,9117.552183049898
530,1094.9073993110692
531,460.1268807856161
532,6716.30305272148
533,369.66857789283586
534,813.07076455884
535,264.23871168194137
536,77.57251672301481
537,403.55908778318553
538,123.69068999739306
539,103.70633920596902
540,447.07972947163694
541,226.19897083316755
542,183.13957697313162
543,1861.6961812450768
544,320.98275267488816
545,50.567967393566505
546,115.0
547,770.6243127338889
548,1435.5175774005916
549,942.1320387913202
550,19.561757095858866
551,19800.0
552,311.6664353758688
553,2535.666935273257
554,1458.5050248329328
555,47.872846072976245
556,480.6791754437927
557,1740.7805968964094
558,1091.1260102896313
559,11181.934009190198
560,196.67173132473317
561,1521.05550356501
562,13700.0
563,908.4591516145665
564,141.04243586553366
565,1255.6897808726903
566,990.3965892582548
567,4000.0
568,565.2988778120725
569,250.97898549135493
570,55.621494231856104
571,2575.3382858637206
572,419.8409873933292
573,681.1034288004764
574,1327.8149364117614
575,1130.5283313074422
576,748.6880573235239
577,64.51719927627187
578,413.9187609797009
579,149.3430162688726
580,134.62557337619796
581,431.16224021076505
582,283.5744441452928
583,1196.3693233658478
584,186.60730757170518
585,244.82974452389772
586,514.939846834453
587,200.0
588,2755.6149343442185
589,1971.7620887932358
590,6336.690859962713
591,93.56016413910152
592,630.528211064769
593,959.1849841791318
594,330.0579180785787
595,572.6043055924672
596,2707.4827423713723
597,6154.378081367301
598,69.75507663777785
599,96.10789087671674
600,900.2430084042389
601,150.03175164046047
602,1639.5687566115218
603,386.87216223448877
604,252.16543871983276
605,4692.021387192035
606,16903.56515175717
607,605.5352930821473
608,20.87717280899824
609,13700.0
610,3859.4661963094604
611,2888.2079290809097
612,260.21794747563035
613,1019.6488197866809
614,7500.0
615,678.5547108776536
616,1221.6638576345686
617,15000.0
618,110.30117849300223
619,240.19136703267623
620,1060.6885199240687
621,4926.344674874352
622,1005.6513303066085
623,259.71067273213384
624,1168.6260195833438
625,1839.4909791631553
626,653.3008889554822
627,92.6664357516795
628,232.30884174761013
629,277.2832031051655
630,1330.8740138808685
631,1218.5966916305945
632,9750.341474931369
633,428.3492905378753
634,13700.0
635,677.6602508958397
636,3517.948326987672
637,6931.602800729442
638,18.239841924025768
639,1017.8649385005338
640,3356.2551045255095
641,1031.608760488007
642,3883.300759869555
643,1.238390198695697
644,855.5354584622728
645,312.3448608601618
646,1528.9691916519168
647,1462.13885843143
648,1033.9352674250458
649,645.4592628347662
650,5794.607402092724
651,3650.4470727308635
652,667.2275175635682
653,252.88591617802535
654,13.75995884314807
655,2147.0233266914147
656,293.99147243543666
657,182.96595153809926
658,6933.943772635194
659,1504.2847787988758
660,269.95821528350916
661,7579.251410214611
662,19750.0
663,42.03270742081804
664,504.0187511263066
665,188.11984644630502
666,8161.746118673451
667,81.04690761143229
668,316.0481041224516
669,4902.952237925213
670,816.8004383405314
671,151.76887524230006
672,163.2730129720121
673,950.1636532741968
674,661.9479711329127
675,41.26227502738948
676,543.1675493030893
677,11171.128151536006
678,683.2520821681528
679,211.7967473259141
680,895.0583442397656
681,431.32308973471504
682,1584.5978291296728
683,839.7450419343761
684,662.3450056608053
685,1282.8434806290923
686,15000.0
687,1135.9980719177715
688,732.5067898142734
689,2408.7158380249584
690,824.6535341521067
691,6755.483364064157
692,5997.242367699406
693,802.816458588765
694,1779.2472808036127
695,4413.589411323971
696,581.027332473679
697,2794.1809588663355
698,249.8635727329738
699,501.10290725665595
700,420.4794444220752
701,47.73494673378582
702,2422.8635595974147
703,64.8073801333062
704,88.69893160901711
705,1748.1595991139038
706,772.3168170640054
707,7208.429657407836
708,644.126752906697
709,331.82945787475546
710,387.14181256896927
711,9220.549772276987
712,1042.3623065873558
713,8871.23647306206
714,1442.0113176254401
715,457.83426045253873
716,123.96241091114052
717,417.0594891916089
718,220.90477448037063
719,477.0928549423402
720,10429.182968178682
721,1380.8025602554908
722,767.9930154894419
723,533.550124169984
724,6944.206401563231
725,418.53435246084587
726,605.8612689240613
727,605.6534838859602
728,263.1199451055354
729,468.32382248789077
730,1044.4619789523922
731,2972.2753079496124
732,19750.0
733,6685.255319029143
